Nombre,Edad,Ciudad,Nacionalidad,Fecha_registro,Frontera
Jorge Herrera,23,Cartagena,Ecuador,2025-12-05,Leticia
Luisa Morales@,61,Cali,Colombia,2024-08-10,Aeropuerto El Dorado
Marta Castillo,48,Barranquilla,Colombia,2025-10-14,Leticia
Marta Castillo,3,Bogotá,Ecuador,2023-11-25,Norte de Santander
Marta Castillo,25,Barranquilla,Perú,2023-10-26,La Guajira
Juan Pérez,64,Cúcuta,Venezuela,2023-04-29,Arauca
Pedro Gómez,29,Barranquilla,Venezuela,2021-01-14,Arauca
Jorge Herrera,65,Medellín,Ecuador,2023-03-29,Vichada
María Lopez,64,Cali,Colombia,2025-09-30,Vichada
María Lopez,28,Bogotá,Colombia,2023-12-03,Aeropuerto El Dorado
Carlos Rodríguez,35,Medellín$,Venezuela,2023-06-08,Vichada
Andrés Rivera,8,Cúcuta,Venezuela,2025-06-14,Leticia
Luisa Morales,40,Cartagena,Colombia,2021-07-07,Vichada
Ana Martínez,46,Bogotá,Ecuador,2025-11-08,Arauca
Luisa Morales@,12,Cúcuta,Colombia,2024-02-19,La Guajira
Jorge Herrera,25,Bucaramanga,Perú,2025-08-18,Norte de Santander
Marta Castillo,11,Barranquilla,Venezuela,2024-10-02,Arauca
Sofía Torres,61,Cartagena,Colombia,2023-09-11,La Guajira
Juan Pérez,36,Bogotá,Colombia,2023-03-29,Aeropuerto El Dorado
Andrés Rivera,28,Cartagena,Colombia,2021-04-11,Aeropuerto El Dorado
Juan Pérez,23,Cúcuta,Perú,2020-08-30,Norte de Santander
Jorge Herrera,27,Bucaramanga,Colombia,2020-09-08,La Guajira
Juan Pérez,23,Medellín,Ecuador,2021-09-08,Arauca
Andrés Rivera,80,Bucaramanga,Colombia,2021-11-22,La Guajira
Luisa Morales*,57,Barranquilla,Perú,2021-05-09,La Guajira
Jorge Herrera,77,Cartagena,Perú,2020-08-06,La Guajira
Jorge Herrera,36,Barranquilla,Perú,2024-03-12,Vichada
Juan Pérez,62,Bucaramanga,Venezuela,2024-01-03,Leticia
Sofía Torres,49,Cartagena,Perú,2020-07-24,Aeropuerto El Dorado
Sofía Torres,66,Barranquilla,Ecuador,2025-12-03,Arauca
Ana Martínez,71,Barranquilla,Ecuador,2024-03-24,Arauca
Sofía Torres,61,Cali,Perú,2024-04-03,Arauca
Luisa Morales,46,Cúcuta,Perú,2023-07-19,Vichada
Carlos Rodríguez,77,Bucaramanga*,Ecuador,2023-10-23,Aeropuerto El Dorado
Sofía Torres,24,Bogotá,Venezuela,2023-02-10,Norte de Santander
Jorge Herrera,46,Cúcuta,Venezuela,2024-08-22,Aeropuerto El Dorado
Carlos Rodríguez,14,Bogotá,Venezuela,2023-07-29,Norte de Santander
Ana Martínez,61,Cali,Perú,2023-06-30,Aeropuerto El Dorado
Ana Martínez,66,Medellín,Ecuador,2021-12-09,La Guajira
Ana Martínez,6,Cali,Perú,2025-10-18,Leticia
Marta Castillo%,54,Cali,Perú,2020-03-02,La Guajira
Ana Martínez,5,Cali!,Venezuela,2022-12-18,Aeropuerto El Dorado
Sofía Torres,68,Cali,Venezuela,2020-12-26,Aeropuerto El Dorado
Sofía Torres#,63,Cúcuta,Colombia,2025-10-02,Arauca
Jorge Herrera,68,Cartagena,Ecuador,2023-03-24,Vichada
Luisa Morales,66,Cartagena*,Colombia,2023-08-16,Norte de Santander
Jorge Herrera$,3,Cúcuta,Colombia,2023-08-06,Norte de Santander
Sofía Torres*,1,Medellín,Perú,2021-03-30,La Guajira
Sofía Torres%,24,Bogotá,Colombia,2020-03-24,Vichada
Carlos Rodríguez,25,Barranquilla,Venezuela,2022-05-04,Aeropuerto El Dorado
Luisa Morales,24,Cúcuta,Ecuador,2021-11-29,Aeropuerto El Dorado
Juan Pérez,31,Cúcuta,Ecuador,2025-07-10,Vichada
Sofía Torres,38,Cartagena,Ecuador,2023-06-11,La Guajira
Juan Pérez,59,Bucaramanga,Venezuela,2022-10-08,Norte de Santander
Andrés Rivera,36,Bucaramanga,Ecuador,2021-04-11,Norte de Santander
Juan Pérez,34,Bogotá,Colombia,2022-07-19,La Guajira
Ana Martínez,79,Medellín,Ecuador,2023-02-18,Vichada
María Lopez,73,Cali,Colombia,2023-07-25,Vichada
Sofía Torres,54,Bucaramanga,Ecuador,2023-04-09,Vichada
Carlos Rodríguez,17,Cúcuta,Venezuela,2022-07-06,La Guajira
Luisa Morales,20,Bogotá,Perú,2021-07-26,La Guajira
Andrés Rivera,74,Medellín,Ecuador,2021-02-28,Leticia
Andrés Rivera,71,Cúcuta,Colombia,2024-11-24,Arauca
María Lopez,77,Bucaramanga,Perú,2020-06-16,Arauca
María Lopez#,42,Cartagena,Perú,2025-03-29,Aeropuerto El Dorado
Carlos Rodríguez,65,Cartagena,Venezuela,2025-11-14,Leticia
Andrés Rivera,8,Barranquilla,Venezuela,2023-12-14,Leticia
Ana Martínez,26,Cali,Colombia,2024-10-30,Norte de Santander
Sofía Torres,79,Cali,Perú,2022-07-14,Norte de Santander
Jorge Herrera,80,Medellín,Colombia,2021-12-06,Norte de Santander
Juan Pérez,41,Cúcuta,Venezuela,2021-03-29,La Guajira
Luisa Morales,4,Medellín,Ecuador,2024-03-07,Leticia
Juan Pérez,35,Cúcuta,Perú,2024-12-15,Aeropuerto El Dorado
Sofía Torres,32,Cúcuta,Colombia,2024-09-11,Norte de Santander
Sofía Torres,19,Bogotá,Colombia,2023-12-22,La Guajira
Marta Castillo,32,Cúcuta,Venezuela,2023-11-21,Vichada
Marta Castillo,40,Medellín,Venezuela,2022-02-15,La Guajira
Ana Martínez,9,Cali,Venezuela,2022-06-27,Aeropuerto El Dorado
Luisa Morales,14,Cali,Ecuador,2020-07-08,La Guajira
Ana Martínez,4,Barranquilla,Ecuador,2023-01-12,Aeropuerto El Dorado
Sofía Torres,1,Cali,Colombia,2021-01-20,Vichada
Sofía Torres,31,Cali,Ecuador,2020-07-11,Norte de Santander
Andrés Rivera?,17,Cúcuta,Ecuador,2020-05-09,Aeropuerto El Dorado
Marta Castillo,8,Bogotá,Ecuador,2023-08-01,Arauca
Juan Pérez,17,Bucaramanga,Colombia,2025-01-02,Arauca
Juan Pérez,73,Medellín,Venezuela,2020-03-20,Vichada
María Lopez,11,Medellín,Colombia,2021-07-23,La Guajira
Jorge Herrera,41,Barranquilla,Colombia,2021-07-27,Leticia?
Andrés Rivera*,76,Cúcuta,Venezuela,2020-03-25,Aeropuerto El Dorado
Jorge Herrera,75,Cartagena,Ecuador,2021-05-03,Aeropuerto El Dorado
Andrés Rivera,79,Medellín,Ecuador,2022-02-17,Leticia
Jorge Herrera,27,Bucaramanga,Perú,2020-09-05,Aeropuerto El Dorado
Luisa Morales,2,Cúcuta,Ecuador,2025-04-05,Aeropuerto El Dorado
Sofía Torres,56,Bucaramanga*,Perú,2025-11-03,Vichada
Pedro Gómez*,27,Bucaramanga,Venezuela,2020-06-29,Arauca
Carlos Rodríguez,36,Bogotá,Ecuador,2022-07-03,Aeropuerto El Dorado
María Lopez,57,Medellín,Venezuela,2022-02-03,Leticia
Andrés Rivera,50,Bogotá,Ecuador,2023-03-21,Aeropuerto El Dorado
Jorge Herrera,63,Bogotá,Colombia,2025-09-25,Leticia
Jorge Herrera,6,Medellín,Colombia,2020-01-13,Norte de Santander
Carlos Rodríguez,63,Cúcuta,Venezuela,2021-10-21,Vichada
María Lopez,29,Bogotá,Perú,2025-10-02,Arauca
Juan Pérez,43,Cali,Colombia,2024-03-29,Aeropuerto El Dorado
Pedro Gómez,75,Bogotá,Venezuela,2020-01-29,Norte de Santander
Carlos Rodríguez,39,Cali,Colombia,2022-04-13,Norte de Santander
Juan Pérez,21,Cúcuta,Venezuela,2024-11-14,Leticia
Pedro Gómez,45,Bogotá,Colombia,2025-12-23,Arauca
María Lopez,61,Bogotá,Perú,2020-09-18,Norte de Santander
Luisa Morales,28,Bogotá,Venezuela,2023-09-16,La Guajira
Marta Castillo,32,Medellín%,Ecuador,2025-03-10,Norte de Santander
Pedro Gómez,29,Bogotá,Venezuela,2023-09-27,Aeropuerto El Dorado
Jorge Herrera*,17,Barranquilla,Venezuela,2024-10-23,Vichada
Jorge Herrera,4,Medellín,Ecuador,2023-10-04,La Guajira
María Lopez,11,Cali,Perú,2020-05-28,La Guajira
Luisa Morales,60,Cúcuta,Ecuador,2021-09-03,Norte de Santander
Juan Pérez#,65,Bogotá,Perú,2021-08-20,Norte de Santander
Jorge Herrera,52,Cúcuta,Colombia,2025-05-16,Norte de Santander
Andrés Rivera,35,Bogotá,Colombia,2023-09-23,Aeropuerto El Dorado
Luisa Morales,16,Barranquilla,Colombia,2025-05-17,Norte de Santander
Carlos Rodríguez,66,Barranquilla,Perú,2022-06-05,Aeropuerto El Dorado
Marta Castillo,50,Cúcuta,Perú,2022-10-18,Vichada
Sofía Torres,37,Medellín,Ecuador,2024-02-20,Arauca
Jorge Herrera,60,Bucaramanga,Colombia,2023-09-22,La Guajira
Ana Martínez,21,Medellín,Colombia,2024-05-28,Leticia
Jorge Herrera,9,Barranquilla,Colombia,2024-01-16,Aeropuerto El Dorado
Sofía Torres,80,Cartagena,Venezuela,2021-02-04,La Guajira
Ana Martínez,80,Bucaramanga,Ecuador,2024-03-13,Leticia
Sofía Torres,49,Cali,Colombia,2025-07-27,Leticia
Marta Castillo?,49,Barranquilla,Colombia,2021-05-12,Norte de Santander
Jorge Herrera,48,Cúcuta,Colombia,2021-03-30,Norte de Santander
María Lopez,72,Barranquilla,Colombia,2025-06-03,Arauca
María Lopez$,36,Medellín,Colombia,2023-01-30,Arauca
Marta Castillo,11,Cali,Venezuela,2025-08-26,Vichada
Jorge Herrera,30,Bucaramanga,Colombia,2022-08-28,La Guajira
Marta Castillo,77,Bogotá,Venezuela,2024-11-03,Leticia
Sofía Torres,27,Bucaramanga!,Colombia,2025-08-09,Norte de Santander
Marta Castillo,3,Bogotá,Perú,2020-06-23,Aeropuerto El Dorado
Ana Martínez,58,Cúcuta,Colombia,2022-08-19,Arauca
Carlos Rodríguez,41,Cúcuta,Perú,2024-08-02,Leticia
Luisa Morales,52,Cúcuta,Venezuela,2025-06-15,Leticia
Pedro Gómez,75,Cali,Venezuela,2020-03-08,Leticia
Andrés Rivera,36,Cartagena,Ecuador,2021-06-27,La Guajira
Andrés Rivera,70,Medellín,Colombia,2020-06-30,Arauca
Ana Martínez,37,Cúcuta,Venezuela,2025-10-14,Norte de Santander
Jorge Herrera,24,Cúcuta,Perú,2020-12-18,Vichada
Jorge Herrera,77,Medellín,Ecuador,2024-01-02,Arauca
Juan Pérez!,65,Medellín,Colombia,2023-11-05,Aeropuerto El Dorado
Pedro Gómez!,58,Bucaramanga,Venezuela,2024-08-19,Norte de Santander
Sofía Torres,33,Barranquilla,Ecuador,2024-05-15,Leticia
Ana Martínez,12,Barranquilla,Colombia,2021-08-15,Aeropuerto El Dorado
Pedro Gómez,55,Bucaramanga,Venezuela,2025-12-14,La Guajira
Luisa Morales,78,Cartagena*,Colombia,2024-05-22,Norte de Santander
Ana Martínez,78,Cartagena@,Ecuador,2025-02-14,Vichada
Luisa Morales,9,Cali,Perú,2020-01-25,Arauca
María Lopez,52,Cúcuta,Ecuador,2020-02-27,La Guajira
Juan Pérez,66,Medellín,Venezuela,2020-02-06,Aeropuerto El Dorado
Juan Pérez,34,Cartagena,Venezuela,2023-08-11,Aeropuerto El Dorado
Luisa Morales$,2,Medellín,Colombia,2022-12-10,La Guajira
Jorge Herrera,40,Bucaramanga,Colombia,2023-11-14,La Guajira
Pedro Gómez,15,Medellín,Colombia,2022-07-20,La Guajira
María Lopez,35,Cali,Colombia,2022-07-02,Aeropuerto El Dorado
Pedro Gómez,74,Cali,Perú,2025-10-31,Norte de Santander
Luisa Morales,49,Bucaramanga,Venezuela,2021-12-08,Leticia
Luisa Morales,29,Cúcuta,Venezuela,2024-09-27,La Guajira
Marta Castillo,25,Bogotá,Venezuela,2025-01-04,Leticia
Pedro Gómez,1,Medellín,Perú,2023-06-21,Vichada
Jorge Herrera,43,Bogotá,Perú,2025-09-13,Arauca
Luisa Morales,61,Cúcuta,Venezuela,2022-03-05,Norte de Santander
Sofía Torres,75,Cúcuta,Colombia,2024-01-17,Leticia
Jorge Herrera,49,Cartagena,Venezuela,2023-07-04,Aeropuerto El Dorado
Andrés Rivera,67,Bucaramanga,Perú,2025-12-17,Leticia
Andrés Rivera,12,Cúcuta,Colombia,2023-10-26,La Guajira
Sofía Torres,48,Bucaramanga,Perú,2023-05-18,Norte de Santander
Juan Pérez,3,Bogotá,Ecuador,2023-09-17,Vichada
Ana Martínez,8,Cúcuta,Venezuela,2022-06-16,La Guajira
Jorge Herrera,57,Medellín*,Venezuela,2021-12-02,Arauca
Luisa Morales,20,Barranquilla*,Ecuador,2023-08-18,Aeropuerto El Dorado
Jorge Herrera,5,Cali%,Perú,2020-07-07,Leticia
Luisa Morales,47,Bucaramanga,Venezuela,2020-06-28,Aeropuerto El Dorado
Jorge Herrera,28,Barranquilla,Colombia,2024-04-28,Aeropuerto El Dorado
Jorge Herrera,28,Cúcuta,Ecuador,2021-08-29,Leticia
Luisa Morales,63,Barranquilla,Colombia,2024-12-14,Arauca
Marta Castillo,2,Cali,Perú,2023-03-10,Norte de Santander
María Lopez,3,Barranquilla,Ecuador,2025-08-13,Leticia
Sofía Torres,50,Cúcuta,Ecuador,2021-07-13,Norte de Santander
Sofía Torres,42,Bogotá,Colombia,2025-10-12,La Guajira
Andrés Rivera,5,Bucaramanga,Venezuela,2025-03-18,Aeropuerto El Dorado
Luisa Morales,76,Bogotá$,Ecuador,2023-01-31,Aeropuerto El Dorado
Ana Martínez,35,Bogotá,Ecuador,2020-02-13,La Guajira
Carlos Rodríguez,49,Medellín,Perú,2024-02-06,Arauca
Ana Martínez,19,Cartagena%,Perú,2024-06-27,Arauca
Juan Pérez,63,Bucaramanga,Venezuela,2021-05-23,Leticia
Sofía Torres,46,Bogotá,Colombia,2022-12-09,Aeropuerto El Dorado
Andrés Rivera,61,Cartagena,Colombia,2023-01-15,Leticia
Pedro Gómez,53,Cúcuta,Perú,2025-11-13,Arauca
Luisa Morales,78,Bucaramanga,Perú,2022-07-31,Aeropuerto El Dorado
Pedro Gómez,23,Bogotá!,Colombia,2022-07-23,Aeropuerto El Dorado
Sofía Torres@,50,Bogotá,Colombia,2021-09-15,La Guajira
Marta Castillo,22,Cali,Colombia,2020-10-12,Vichada
Andrés Rivera,16,Cali,Perú,2021-01-17,Aeropuerto El Dorado
Andrés Rivera,11,Cartagena!,Ecuador,2025-02-06,Leticia
Marta Castillo,12,Cali,Colombia,2025-01-31,Aeropuerto El Dorado
María Lopez,56,Medellín,Perú,2025-04-02,Arauca
Carlos Rodríguez$,30,Bucaramanga,Perú,2022-08-21,La Guajira
Juan Pérez,57,Cali,Colombia,2023-10-29,Aeropuerto El Dorado
Sofía Torres,6,Cali,Colombia,2023-08-20,Vichada
María Lopez,36,Bogotá,Perú,2020-12-21,Leticia
Andrés Rivera,73,Cúcuta,Perú,2023-05-27,La Guajira
Carlos Rodríguez,17,Medellín,Perú,2021-10-19,Aeropuerto El Dorado
María Lopez,68,Bogotá,Colombia,2025-05-09,La Guajira
Carlos Rodríguez,7,Barranquilla!,Ecuador,2023-05-05,La Guajira
Ana Martínez,35,Barranquilla,Colombia,2022-11-23,La Guajira
Jorge Herrera,72,Barranquilla,Perú,2022-07-28,Arauca
Andrés Rivera,72,Bucaramanga,Perú,2023-05-13,La Guajira
María Lopez,54,Bucaramanga,Perú,2022-07-09,Arauca
Marta Castillo,5,Cali,Venezuela,2020-04-20,La Guajira
Sofía Torres,78,Bogotá,Colombia,2020-06-26,Leticia
Luisa Morales,18,Medellín,Venezuela,2025-04-20,Vichada
Juan Pérez,22,Barranquilla,Ecuador,2023-09-30,Aeropuerto El Dorado
Jorge Herrera,10,Barranquilla,Ecuador,2020-10-24,La Guajira
Marta Castillo,48,Barranquilla,Ecuador,2020-04-05,Arauca
Carlos Rodríguez,12,Barranquilla?,Colombia,2023-01-04,Leticia
Andrés Rivera#,31,Cúcuta@,Venezuela,2025-12-16,Leticia
Sofía Torres,33,Barranquilla,Perú,2022-05-02,Aeropuerto El Dorado
María Lopez,54,Cartagena,Perú,2024-04-12,Aeropuerto El Dorado
Marta Castillo,67,Cúcuta,Colombia,2021-09-22,Aeropuerto El Dorado
Sofía Torres,47,Barranquilla,Venezuela,2023-03-17,Vichada
Ana Martínez*,69,Barranquilla,Perú,2021-02-16,La Guajira
Luisa Morales,72,Cartagena,Venezuela,2021-09-11,La Guajira
Ana Martínez,16,Cartagena,Venezuela,2025-03-10,Aeropuerto El Dorado
Andrés Rivera,42,Barranquilla,Colombia,2020-12-22,Norte de Santander
Luisa Morales,20,Barranquilla,Venezuela,2022-05-08,Norte de Santander
Carlos Rodríguez,54,Bogotá!,Perú,2022-11-21,Aeropuerto El Dorado
Jorge Herrera,58,Bogotá,Perú,2025-01-28,Vichada
Juan Pérez,3,Bogotá,Colombia,2025-10-12,Norte de Santander
Juan Pérez,79,Barranquilla,Perú,2023-02-22,Vichada
Andrés Rivera,5,Cúcuta,Perú,2020-06-22,La Guajira
Jorge Herrera,51,Medellín,Venezuela,2023-05-29,Arauca
Carlos Rodríguez,25,Cúcuta,Ecuador,2024-05-05,Leticia
Pedro Gómez,71,Cali,Perú,2024-03-14,Leticia
Marta Castillo,78,Cartagena,Venezuela,2024-03-16,Norte de Santander
Andrés Rivera,15,Bucaramanga,Venezuela,2025-07-03,Arauca
Ana Martínez@,65,Barranquilla,Venezuela,2021-03-17,Leticia
Andrés Rivera#,75,Cartagena$,Colombia,2021-03-02,Arauca
Sofía Torres,57,Barranquilla,Colombia,2022-05-12,Aeropuerto El Dorado
María Lopez,18,Bucaramanga,Ecuador,2022-06-15,Arauca
Sofía Torres,7,Cartagena,Venezuela,2022-12-04,Norte de Santander
Ana Martínez,50,Cali,Venezuela,2022-07-02,Arauca
Marta Castillo,32,Cartagena,Colombia,2022-10-17,La Guajira
Marta Castillo,35,Cúcuta,Ecuador,2022-07-20,Arauca
María Lopez*,7,Medellín,Colombia,2021-05-10,Arauca
Pedro Gómez,19,Cali,Ecuador,2021-09-28,Arauca
Carlos Rodríguez,17,Medellín,Venezuela,2024-07-21,Aeropuerto El Dorado
Jorge Herrera,9,Cali,Perú,2025-09-20,Leticia
Sofía Torres,59,Bogotá,Ecuador,2020-04-23,Vichada
Marta Castillo,17,Medellín,Ecuador,2023-12-18,Norte de Santander
María Lopez,9,Cali,Perú,2023-06-28,Norte de Santander
Ana Martínez,61,Cali,Venezuela,2025-11-30,Norte de Santander
Luisa Morales,9,Cali%,Ecuador,2020-05-12,Aeropuerto El Dorado
Ana Martínez,3,Cartagena,Ecuador,2024-08-08,Norte de Santander
Ana Martínez,64,Barranquilla$,Perú,2024-06-08,Leticia
Carlos Rodríguez,1,Medellín,Colombia,2023-10-01,La Guajira
Juan Pérez,64,Bogotá,Perú,2022-03-24,Vichada
Andrés Rivera,34,Cartagena,Ecuador,2020-12-13,Aeropuerto El Dorado
María Lopez,55,Cali,Colombia,2021-08-20,Norte de Santander
Ana Martínez,20,Bogotá,Perú,2021-10-24,Arauca
Andrés Rivera,76,Cali,Colombia,2025-05-17,Vichada
Andrés Rivera,43,Barranquilla,Venezuela,2022-05-05,Arauca
Andrés Rivera,2,Cúcuta,Colombia,2022-03-07,La Guajira
Jorge Herrera,78,Cartagena,Venezuela,2025-02-09,Leticia
Jorge Herrera,49,Barranquilla,Colombia,2022-06-11,Aeropuerto El Dorado
Juan Pérez,52,Bucaramanga,Venezuela,2021-08-08,Vichada
Carlos Rodríguez,3,Bogotá,Colombia,2022-12-31,Aeropuerto El Dorado
Pedro Gómez,21,Cali,Ecuador,2021-05-15,La Guajira
Carlos Rodríguez,17,Medellín,Perú,2022-10-25,Vichada
Jorge Herrera,53,Barranquilla,Colombia,2025-02-14,La Guajira
Carlos Rodríguez,74,Barranquilla,Colombia,2024-01-07,Vichada
Juan Pérez,57,Cúcuta,Venezuela,2021-10-27,Norte de Santander
Marta Castillo,55,Cúcuta,Perú,2024-10-29,Vichada
María Lopez,19,Bogotá,Colombia,2020-07-30,Arauca
Carlos Rodríguez,50,Medellín,Venezuela,2022-04-21,Vichada
Ana Martínez,35,Cúcuta,Venezuela,2020-04-03,Norte de Santander
Andrés Rivera,11,Cartagena,Colombia,2023-12-17,Norte de Santander
Sofía Torres,16,Bucaramanga,Colombia,2024-05-24,La Guajira
Marta Castillo,12,Medellín,Venezuela,2023-03-26,Vichada
Luisa Morales,17,Cali,Ecuador,2025-06-20,Norte de Santander
Carlos Rodríguez,22,Cúcuta,Colombia,2022-02-21,Leticia
Ana Martínez,25,Bogotá,Perú,2022-03-30,La Guajira
Ana Martínez,72,Cali$,Ecuador,2020-06-03,Norte de Santander
Carlos Rodríguez,77,Bucaramanga,Colombia,2024-10-07,Leticia
Luisa Morales%,52,Medellín,Perú,2020-10-12,Vichada
María Lopez,23,Bogotá,Perú,2024-08-17,Vichada
Pedro Gómez,33,Cali,Perú,2022-08-12,Aeropuerto El Dorado
Luisa Morales,76,Bucaramanga,Venezuela,2021-11-30,La Guajira
Carlos Rodríguez,66,Bogotá,Ecuador,2020-07-20,Vichada
Sofía Torres,41,Cúcuta,Ecuador,2025-08-18,Norte de Santander
Juan Pérez,20,Medellín,Ecuador,2021-09-14,Norte de Santander
Luisa Morales,2,Barranquilla,Ecuador,2023-07-20,La Guajira
Juan Pérez,67,Bogotá,Ecuador,2020-03-18,La Guajira
Luisa Morales,68,Cali#,Ecuador,2023-12-23,Aeropuerto El Dorado
Jorge Herrera,14,Barranquilla,Venezuela,2025-01-16,Vichada
Ana Martínez,57,Barranquilla,Venezuela,2024-05-05,Arauca
Pedro Gómez,60,Bucaramanga%,Venezuela,2022-08-01,Leticia
Sofía Torres,5,Barranquilla,Colombia,2023-08-24,Aeropuerto El Dorado
Andrés Rivera*,42,Cúcuta,Colombia,2025-05-31,La Guajira
Juan Pérez,57,Bucaramanga%,Venezuela,2022-09-30,Arauca
Sofía Torres,55,Barranquilla,Colombia,2025-11-23,Arauca
Andrés Rivera,52,Bogotá,Colombia,2022-11-20,Leticia$
Ana Martínez,38,Medellín,Venezuela,2025-10-29,Aeropuerto El Dorado
Juan Pérez,48,Cartagena,Ecuador,2022-04-07,Norte de Santander
Juan Pérez#,47,Cali,Ecuador,2023-07-24,Norte de Santander
Andrés Rivera,78,Cúcuta,Venezuela,2021-11-16,Norte de Santander
Sofía Torres,61,Bucaramanga,Colombia,2024-10-22,La Guajira
Sofía Torres,2,Cúcuta,Colombia,2023-08-28,Vichada
Marta Castillo,25,Cali,Colombia,2023-05-16,Vichada
Juan Pérez,63,Bogotá,Ecuador,2020-02-24,Norte de Santander
Pedro Gómez,39,Bucaramanga,Venezuela,2020-07-26,La Guajira
Juan Pérez,53,Medellín,Perú,2020-10-12,La Guajira
Juan Pérez,75,Bucaramanga,Ecuador,2024-06-09,Leticia
Juan Pérez,16,Cartagena,Colombia,2024-04-10,Leticia
Pedro Gómez,50,Cali,Perú,2025-07-10,Vichada
Sofía Torres#,45,Bucaramanga,Colombia,2025-05-10,La Guajira
María Lopez,23,Bucaramanga,Ecuador,2023-08-07,La Guajira
Carlos Rodríguez,57,Bogotá,Colombia,2021-08-02,La Guajira
Luisa Morales,72,Bucaramanga,Ecuador,2023-10-28,Aeropuerto El Dorado
Pedro Gómez,57,Cartagena%,Perú,2021-01-17,Aeropuerto El Dorado
Andrés Rivera,72,Bogotá,Ecuador,2020-09-19,Aeropuerto El Dorado
María Lopez,70,Bucaramanga@,Perú,2021-12-19,Arauca
María Lopez,4,Medellín,Ecuador,2020-03-11,Arauca
Jorge Herrera,46,Barranquilla,Perú,2022-10-26,Vichada
Juan Pérez,59,Barranquilla,Venezuela,2023-07-14,La Guajira
Jorge Herrera,56,Bogotá,Venezuela,2022-05-16,Aeropuerto El Dorado
Marta Castillo,69,Bogotá,Ecuador,2024-03-14,Aeropuerto El Dorado
Juan Pérez,27,Bucaramanga,Venezuela,2024-05-23,Arauca
Ana Martínez,59,Cúcuta,Perú,2024-12-21,Vichada$
Ana Martínez,44,Barranquilla,Venezuela,2021-10-03,Leticia
Sofía Torres,13,Bogotá,Perú,2024-12-22,Arauca
Juan Pérez,26,Bogotá,Ecuador,2021-05-16,Norte de Santander
Pedro Gómez*,12,Bogotá,Ecuador,2021-07-18,Arauca
Ana Martínez,24,Cali,Ecuador,2022-01-19,Vichada
Jorge Herrera$,51,Barranquilla,Colombia,2024-03-19,Aeropuerto El Dorado
Jorge Herrera,9,Cartagena,Ecuador,2023-03-01,Norte de Santander
Luisa Morales,42,Cartagena,Ecuador,2023-01-08,Norte de Santander
Andrés Rivera,22,Cali,Ecuador,2025-10-31,Leticia
Sofía Torres,50,Medellín,Colombia,2024-10-13,Norte de Santander
Pedro Gómez,49,Bucaramanga,Colombia,2023-03-04,Aeropuerto El Dorado
Jorge Herrera,55,Bogotá,Perú,2023-12-02,La Guajira
Marta Castillo,5,Cartagena,Perú,2020-03-18,Vichada
Sofía Torres,30,Cali,Ecuador,2024-09-06,Leticia
Jorge Herrera,52,Bogotá,Ecuador,2024-12-16,La Guajira
Sofía Torres#,55,Cartagena?,Perú,2025-10-04,Arauca
Marta Castillo,66,Bogotá,Venezuela,2024-06-01,Norte de Santander
Carlos Rodríguez,24,Medellín,Venezuela,2022-02-18,La Guajira
Marta Castillo,59,Cali,Perú,2020-08-27,Arauca
María Lopez,2,Bogotá,Colombia,2025-09-20,Aeropuerto El Dorado
Luisa Morales,20,Cali,Colombia,2023-12-17,Leticia
Ana Martínez,77,Bucaramanga,Ecuador,2021-10-06,Aeropuerto El Dorado
Carlos Rodríguez,53,Medellín,Perú,2023-11-17,Vichada
Sofía Torres,19,Barranquilla,Colombia,2023-07-08,Aeropuerto El Dorado
Carlos Rodríguez,53,Cúcuta,Ecuador,2024-12-26,Vichada
María Lopez,18,Barranquilla,Perú,2021-09-10,Vichada
Carlos Rodríguez,54,Bucaramanga,Ecuador,2023-12-18,Aeropuerto El Dorado
Jorge Herrera,47,Cartagena,Venezuela,2020-03-16,La Guajira
Jorge Herrera?,46,Bucaramanga!,Venezuela,2024-12-09,Arauca
Sofía Torres,3,Medellín@,Ecuador,2022-10-11,Leticia
Luisa Morales,79,Medellín*,Colombia,2021-07-13,La Guajira
Andrés Rivera,60,Medellín,Colombia,2021-08-11,Aeropuerto El Dorado
María Lopez,54,Bogotá,Colombia,2020-10-16,Vichada
Marta Castillo,11,Cúcuta,Venezuela,2020-07-28,Aeropuerto El Dorado
Andrés Rivera,42,Cali,Colombia,2022-07-15,Arauca
Ana Martínez,68,Cartagena,Venezuela,2024-06-12,Leticia
Marta Castillo,11,Cúcuta,Colombia,2021-04-01,Aeropuerto El Dorado
Juan Pérez,45,Cali,Venezuela,2022-05-18,Arauca
Andrés Rivera,64,Bogotá,Ecuador,2021-10-12,Arauca
Marta Castillo,57,Cúcuta,Colombia,2020-04-30,Leticia
Ana Martínez,70,Cúcuta,Ecuador,2020-02-09,Arauca
Pedro Gómez,3,Cartagena,Ecuador,2023-01-20,Aeropuerto El Dorado
Sofía Torres,73,Cúcuta,Venezuela,2023-02-02,Norte de Santander
Jorge Herrera,5,Barranquilla,Venezuela,2024-09-29,Vichada
Sofía Torres,8,Medellín,Ecuador,2020-11-14,Leticia
Ana Martínez,7,Cúcuta,Perú,2021-08-31,Vichada
Pedro Gómez,61,Bucaramanga,Perú,2023-05-23,La Guajira
